slug,name,wins,losses,draws,division,reach,height,nickname,dob,nationality,social_media
mike-richman,MIKE RICHMAN,8,3,0,Light Heavyweight,70.5in / 179cm,68,THE MARINE,04/1988,United States of America,https://www.instagram.com/themarinerichman/?hl=en
mike-seymour,Mike Seymour,0,0,0,Cruiserweight,,1.73,,01/1978,United States of America,
mike-trizano,MIKE TRIZANO,2,0,0,Lightweight,71.5in / 181cm,1.8034,THE LONE WOLF,05/1992,United States of America,https://www.instagram.com/thelonewolfmma/
mike-wilkinson,MIKE WILKINSON,0,0,0,Welterweight,,,,,,
mikey-henderson,MIKEY HENDERSON,3,0,0,Light Heavyweight,77in / 195cm,1.8288,EL ANIMAL,04/1995,United Kingdom,https://www.instagram.com/mhboxing9
miles-mcdonald,Miles McDonald,0,1,0,Men Flyweight,66.5in/168.91cm,1.7,,08/1991,United States of America,
milton-volter,MILTON VOLTER,0,1,0,Welterweight,,,,,,
mitch-seybold,Mitch Seybold,1,2,0,Lightweight,,1.83,,12/1986,United States of America,
mladen-iliev,MLADEN ILIEV,2,0,0,Middleweight,176 cm,1.78,,03/1991,Bulgaria,https://www.instagram.com/byhwamei/?hl=en
mohamed-aly,MOHAMED ALY,1,0,0,Heavyweight,72in / 183cm,1.7272,FLEX,01/1984,Egypt,https://www.instagram.com/mohamedflexaly/
mohammed-saleem,KASEEM SALEEM,0,1,0,Heavyweight,,,,,,
monica-franco,MONICA FRANCO,1,1,0,Women Bantamweight,"63.0""",1.6764,FEARLESS,12/1984,United States of America,https://www.instagram.com/fearlessmonicafranco/; https://www.facebook.com/fearless%20monica%20franco
monty-aboughaly,Monty Aboughaly,2,0,0,Lightweight,72.5 in / 181.61cm,69,,,United States of America,
monty-klistoff,Monty Klistoff,0,0,0,Light Heavyweight,,1.73,,,United States of America,
morgan-starkey,MORGAN STARKEY,2,3,0,Lightweight,"66""",1.67,,,United Kingdom,
mpampis-klados,MPAMPIS KLADOS,0,0,0,Light Heavyweight,,,,,,
murat-kazgan,Murat Kazgan,1,1,0,Welterweight,"67""",1.75,Lord Pitbull,01/1986,Turkey,https://www.instagram.com/muratkazgan/
murat-kilimetov,MURAT KILIMETOV,3,0,0,Cruiserweight,78in / 198cm,1.905,SAMBEAST,08/1991,Russia,https://www.instagram.com/kilimetov_mma/
myles-mazurkiewicz,Myles Mazurkiewicz,0,0,0,Featherweight,,1.73,Marauder,,United States of America,
nada-miljancevic,NADJA MILJANCEVIC,0,1,0,Women Featherweight,,1.7,THE SERBIAN PRINCESS,06/2000,Serbia,Mijlancevic
nadia-moreno,NADIA MORENO,1,0,0,Women Bantamweight,64in / 163cm,1.6256,007,12/1998,United States of America,https://www.instagram.com/nadia007m
naeem-phuphan-binhar,Naeem Phuphan Binhar,0,2,0,Lightweight,,1.68,,09/1997,Thailand,https://www.instagram.com/naeembinhar/; https://www.facebook.com/NaeemBinhar
naff-higson,Naff Higson,0,1,0,Cruiserweight,"76""",1.82,,,,
nalu-cenal,NALU CENAL,0,1,0,Bantamweight,71in / 180cm,1.7018,,03/1991,United States of America,
namakana-pakala,NAMAKANA PAKALA,1,0,0,Light Heavyweight,72in / 183cm,1.8288,,03/1995,United States of America,
nash-diederichs,NASH DIEDERICHS,1,2,0,Welterweight,70in / 178cm,1.7526,THE GHOST,07/2000,Canada,https://www.instagram.com/nashdiederichs
natalie-gage,NATALIE GAGE,2,0,0,Strawweight,67in / 171cm,1.6764,,02/1994,United States of America,https://www.instagram.com/_50shadesofgage/
nate-ghareeb,NATE GHAREEB ,0,1,0,Welterweight,69in / 175cm,1.7272,NASTY,07/1993,United States of America,
nate-maness,NATE MANESS,2,0,0,Bantamweight,72in / 183cm,1.778,MAYHEM,06/1991,United States of America,https://www.instagram.com/natemayhem1/
nate-morrow,NATE MORROW,1,0,0,Featherweight,69.5in / 176cm,1.7526,THE BAD MAN,01/1995,United States of America,https://www.instagram.com/NATERSMORROW
nathan-flawless-mitchell,Nathan 'Flawless' Mitchell,0,4,0,Lightweight,77in / 195.58,74,Flawless,,United States of America,
nathan-hind,Nathan Hind,1,0,0,Welterweight,,,,,United Kingdom,
nathan-leeson,NATHAN LEESON,0,0,0,Lightweight,,,,,,
nathan-owens,Nathan Owens,1,1,0,Light Heavyweight,,1.905,The Outlaw,01/1989,United Kingdom,
nathan-rivera,NATHAN RIVERA,5,0,0,Featherweight,74in / 188cm,71,THE REAPER,05/1997,United States of America,https://www.instagram.com/_nathanrivera/
nathan-thompson,Nathan Thompson,1,0,0,Welterweight,,,,,,
natsuda-yooya,Natsuda Yooya,0,1,0,,,,,,Thailand,
navid-mansouri,NAVID MANSOURI,1,1,0,Lightweight,72in / 183cm,1.8034,,03/1989,United Kingdom,https://www.instagram.com/NAVMANSOURI
nelson-best,NELSON BEST,0,0,0,Heavyweight,,,,,,
nicholas-blume,CHINO BLUME,2,2,0,Heavyweight,74in / 188cm,74,CHET CHINO,10/1987,United States of America,https://www.instagram.com/chetchinoblume
nicholas-saragosa,NICHOLAS SARAGOSA,1,0,0,Lightweight,,,,,,
nick-burgos,NICK BURGOS,0,2,0,Bantamweight,68in / 173cm,1.68,NICKY NO HOLDZ BARZ,02/1980,United States of America,https://www.instagram.com/BARZ.1980
nick-felber,NICK FELBER,1,0,0,Lightweight,68in / 173cm,1.7526,THE FURY,,,
nick-gonzalez,Nick Gonzalez,1,0,0,Bantamweight,,,,,,
nick-kohring,NICK KOHRING,1,0,0,Light Heavyweight,78in / 198cm,1.8542,KILLSHOT,03/1991,United States of America,https://www.facebook.com/nick.kohring
nick-mamalis,Nick Mamalis,0,1,0,Featherweight,,1.71,GARFIELD,06/1986,United States of America,
nick-rossborough,NICK ROSSBOROUGH,0,0,0,Heavyweight,,,,,United States of America,
nick-villar,Nick Villar,0,4,0,Lightweight,67.5in / 171cm,67,,01/1990,United States of America,
nico-gaffie,NICO GAFFIE,3,1,0,Featherweight,66in / 168cm,1.6256,THE IRON,03/1996,Spain,https://www.instagram.com/NICO_GAFFIE
nico-hernandez,Nico Hernandez,1,0,0,Men Flyweight,64in/162.56cm,1.63,,01/1996,United States of America,
nicola-salisci,NICOLA SALISCI,0,0,0,,,,,,,
nicolas-diaz,NICOLAS DIAZ,1,0,0,Men Flyweight,61in / 155cm,1.6256,,10/1992,Mexico,https://www.instagram.com/nicolas.inquebrantable.diaz/
nicole-schaefer,NICOLE SCHAEFER,2,0,0,Women Bantamweight,63in / 160cm,1.62,NICCI,02/1997,Germany,https://www.instagram.com/nicole_schaefer_official/
nikola-arsov,Nikola Arsov,0,1,0,Lightweight,"68.11""",1.76,,03/1995,Bulgaria,https://www.instagram.com/n_arsovv/
nikolay-aleksiev,NIKOLAY ALEKSIEV,0,1,0,Heavyweight,72in / 183cm,1.83,RUSE,04/1986,Bulgaria,https://www.instagram.com/nikialexiev/
noah-aldana,NOAH ALDANA,0,0,0,Bantamweight,,,,,,
noah-cutter,NOAH CUTTER,3,7,0,Middleweight,74in / 188cm,73,,07/1989,United States of America,https://www.instagram.com/noahscutter/
noah-norman,NOAH NORMAN,0,1,0,Bantamweight,69in / 175cm,67,CANNON,07/1998,United States of America,https://www.instagram.com/719cannon
nolan-mclaughlin,Nolan Mclaughlin,0,1,0,Featherweight,,1.83,,,United States of America,https://www.facebook.com/nolan.mclaughlin.547
nolan-smith,Nolan Smith,0,0,0,Heavyweight,,,,,United States of America,
octavin-turner,OCTAVIN TURNER,2,0,0,Men Flyweight,67in / 170cm,1.7018,SMASH,,United States of America,https://www.instagram.com/SMASH_ABADMAN
oleg-magkeev,OLEG MAGKEEV,1,0,0,Light Heavyweight,76in / 193cm,1.905,,,Russia,https://www.instagram.com/OLEG_MAGKEEV1
oluwale-bamgbose,OLUWALE BAMGBOSE,1,0,0,Cruiserweight,79in / 200cm,1.8034,THE HOLY WAR ANGEL,,,https://www.instagram.com/holywarangelmma
omar-avelar,Omar Avelar,0,1,0,,,1.65,GALLO FINO,02/1990,United States of America,
omar-molina,Omar Molina,0,1,0,Heavyweight,,,Rocky,,Mexico,
oscar-willis,OSCAR WILLIS,1,0,0,Lightweight,67.5in / 171cm,1.7272,THE ONE THE ONLY,05/1991,United Kingdom,https://www.instagram.com/oscarswillis/
oskar-smykiel,OSKAR SMYKIEL,1,1,0,Welterweight,73in / 185cm,1.8034,,06/1989,United Kingdom,https://www.instagram.com/Mr_ozz89
ouadia-tergui,OUADIA TERGUI ,1,0,0,Middleweight,73in / 185cm,1.8034,TIGER,10/1991,Italy,https://www.instagram.com/ouadiatergui
paco-castillo,PACO CASTILLO,0,2,0,Lightweight,63in / 160cm,1.651,THE TEXAS PUNISHER,11/1981,United States of America,
paddy-mcglade,Paddy McGlade,0,0,0,Welterweight,,,,,,
paige-vanzant,Paige VanZant,0,2,0,Women Flyweight,65.5in / 165.1cm,64,12 Gauge,03/1994,United States of America,
paitoon-rock-jaikom,Paitoon 'Rock' Jaikom,0,1,0,Welterweight,,68,Rock,08/1985,Thailand,https://www.facebook.com/profile.php?id=100001322985792
paolo-zorzi,PAOLO ZORZI,0,0,0,Heavyweight,,1.8796,THE IMMORTAL,10/1979,Italy,https://www.instagram.com/l.l.theimmortalpaolozorzi
paris-boyd,PARIS BOYD,1,0,0,Lightweight,74in / 188cm,1.8288,PDOTT DA KNOCKOUT ARTIST,07/1988,United States of America,https://www.instagram.com/PDOTTDAKNOCKOUT_ARTIST
parker-porter,PARKER PORTER,4,0,0,Heavyweight,73in / 185cm,72,,04/1985,United States of America,https://www.instagram.com/parkerportermma/
partho-ghosh,Partho Ghosh,0,1,0,Bantamweight,,,Nightmare,05/1988,India,
pat-brady,PATRICK BRADY,3,0,0,Heavyweight,75in / 191cm,72,THE BRICK,02/1984,United States of America,https://www.instagram.com/hevweightbrady/?hl=en
pat-carroll,PAT CARROLL,2,0,0,Heavyweight,73.5 / 186cm,1.8288,,10/1991,United States of America,https://www.instagram.com/p_carroll23
pat-casey,PAT CASEY,4,2,0,Middleweight,70in / 178cm,68,THE GORILLA NINJA,10/1990,United States of America,https://www.instagram.com/patcasey1035/
pat-sullivan,PAT SULLIVAN,1,2,0,Welterweight,72in / 183cm,72,THE IRISHMAN,08/1999,United States of America,https://www.instagram.com/teamirishman/
patrick-tolone,PATRICK TOLONE,1,1,0,Heavyweight,80in / 203cm,1.8796,THE REVENANT,09/1995,Australia,https://www.instagram.com/mel_therevenant_tolone/
patryk-fornalski,PATRYK FORNALSKI,0,0,0,,,,,,,
patryk-pientnik,PATRYK PIENTNIK,0,1,0,Bantamweight,62in / 17cm,1.7526,,09/2005,,
patryk-sagan,Patryk Sagan,0,0,0,Featherweight,,,,,,
paul-cook,PAUL COOK,3,1,0,Welterweight,70in / 178cm,1.778,,08/1987,United Kingdom,https://www.instagram.com/c88ky
paul-hilz,PAUL HILZ,0,0,0,Middleweight,,,,,,
paul-osullivan,PAUL O'SULLIVAN,1,2,0,Middleweight,70in / 178cm,1.778,,05/1986,United Kingdom,https://www.instagram.com/paulosullivan1986
paul-ryan-shough,(PAUL) RYAN SHOUGH,1,3,0,Heavyweight,77.5 in / 196cm,75,THE ZOMBIE COWBOY,02/1993,United States of America,https://www.instagram.com/rpauls2/; https://www.facebook.com/ryan.shoughii
paul-schiller,PAUL SCHILLER ,0,1,0,Welterweight,73in / 185cm,1.8034,THE SLAYER,,United States of America,https://www.instagram.com/SLAYERSCHILLER
paul-teague,Paul Teague,0,3,0,Welterweight,74 in/188 cm,72,,01/1989,United States of America,
paul-venis,PAUL VENIS,1,0,0,Heavyweight,70in / 178cm,1.778,THE MENACE,05/1986,United Kingdom,https://www.instagram.com/paulvenisofficial22/
paul-walters,Paul Walters,0,2,0,Lightweight,,,,,United States of America,
paulie-malignaggi,Paulie Malignaggi,0,1,0,,71,1.73,Magic Man,11/1980,,
paulo-games,PAULO GAMES,2,1,0,Welterweight,72in / 183cm,1.8034,ZE DOIDO,07/1987,Brazil,https://www.instagram.com/paulomgamesbkfc_fighter/
pearl-gonzalez,Pearl Gonzalez,1,1,0,Women Flyweight,65in / 165.1cm,64,,08/1986,United States of America,https://www.instagram.com/pearlgonzalez/
pernell-stevens,Pernell Stevens,0,0,0,Light Heavyweight,,1.73,,,United States of America,https://www.facebook.com/pernell.stevens.1
petar-razov,PETAR RAZOV,0,0,0,Welterweight,,1.85,,12/1998,,https://www.instagram.com/petar_r4/
pete-petties,Pete Petties,0,1,0,Lightweight,71in / 180cm,70,The Joker,12/1990,United States of America,https://www.instagram.com/whysoseriousmma/; https://www.facebook.com/peter.petties
peter-barrett,PETER BARRETT,2,0,0,Lightweight,75in / 185cm,1.778,SLIPPERY PETE,08/1986,United States of America,https://www.instagram.com/SLIPPERY_PETE145
peter-hayes,Peter Hayes,1,1,0,Light Heavyweight,,71,,,,
peter-peraza,PETER PERAZA,4,1,0,Welterweight,67in / 170cm,67,D2G,06/1990,United States of America,https://www.instagram.com/DIRT_2_GOLD
petr-beranek,PETR BERANEK,2,2,0,Cruiserweight,74in / 188cm,1.87,BERY,08/1989,Czech Republic,https://www.instagram.com/beryjkg/
phatiphan-tiger-krungklang,Phatiphan 'Tiger' Krungklang,0,1,0,Lightweight,,66,Tiger,10/1997,Thailand,
phil-caracappa,PHIL CARACAPPA,1,1,0,Bantamweight,70in / 178cm,68,HITMAN,06/1992,United States of America,https://www.instagram.com/phillycara/
phil-ramer,Phil Ramer,0,1,0,Featherweight,,1.8,,,United States of America,
pic-jardine,PIC JARDINE,2,0,0,Middleweight,70in / 178cm,1.778,THE MAULER,05/1991,United Kingdom,https://www.instagram.com/picjardine
pipat-mike-chaiporn,Pipat 'Mike' Chaiporn,0,2,0,,,62,Mike,,Thailand,
po-denman,PO DENMAN,3,0,0,Women Flyweight,"67""",1.6764,,,Thailand,
pongpisan-ton-chunyong,Pongpisan 'Ton' Chunyong,3,1,0,Featherweight,"68""",68,Ton,10/1986,Thailand,https://www.facebook.com/profile.php?id=100024521610146
pono-enos,PONO ENOS,0,1,0,Lightweight,,,,,,
poorya-mokhtari,Poorya Mokhtari,0,1,0,Featherweight,,,Kratos,05/1997,Iran,
pouriya-rokhneh,Pouriya Rokhneh,1,0,0,Cruiserweight,"73""",1.8542,,,Iran,
pov-chor,Pov Chor,1,0,0,Bantamweight,,,,02/1994,Cambodia,
quartus-stitt,Quartus Stitt,0,3,0,Middleweight,,1.82,Cool Breeze,04/1986,United States of America,https://www.facebook.com/quartus.stitt
quentin-gaskins,QUENTIN GASKINS,3,1,0,Bantamweight,68.5in / 174cm,67,QG,09/1989,United States of America,https://www.instagram.com/quentin_qg_gaskins/
quentin-henry,QUENTIN HENRY,6,2,0,Cruiserweight,75 in / 190.5 cm,73,THE HERO,,United States of America,https://www.instagram.com/herohenry/
rachel-ostovich,Rachel Ostovich,1,0,0,Women Flyweight,61.5 in/156 cm,63,,02/1991,United States of America,
radek-stadler,RADEK STADLER,0,1,0,Featherweight,73in / 185cm,1.8034,MAHUSVI,08/1999,Czech Republic,https://www.instagram.com/radek.stadler.1/
rafael-witkowski,RAFAEL WITKOWSKI,0,1,0,Heavyweight,,1.905,,,United Kingdom,https://www.instagram.com/rafix_1991
rafal-pawlowski,RAFAL PAWLOWSKI,0,0,0,Bantamweight,71in / 180cm,1.8034,MIGHTY PIGEON,05/1995,United Kingdom,
ramadan-nooman,RAMADAN NOOMAN,0,1,0,Welterweight,67in / 170cm,1.7,,04/1991,Egypt,https://www.instagram.com/ramadan_nooman/
ramal-amanov,Ramal Amanov,0,1,0,Middleweight,68in / 173cm,68,,09/1984,Azerbaijan,
rambo,RAMBO,4,1,0,Men Flyweight,71in / 180cm,65,RAMBO,01/1994,United States of America,https://www.instagram.com/rambo_laflair60s/
ramiro-figueroa,RAMIRO FIGUEROA,5,1,0,Welterweight,75in / 191cm,1.8034,,05/2002,United States of America,https://www.instagram.com/ramirof_2001/
randine-eckholm,Randine Eckholm,0,4,0,Women Flyweight,71in / 180cm,17.3,,,United States of America,
randy-costa,RANDY COSTA,1,0,0,Featherweight,73in / 185cm,1.7272,THE ZOHAN,07/1994,United States of America,https://www.instagram.com/randy_costa
randy-hedderick,Randy Hedderick,0,2,0,Lightweight,,1.75,,08/1981,,
randy-kamaiopili-jr,RANDY KAMAIOPILI JR,1,0,0,Middleweight,68in / 173cm,1.6764,,04/1990,United States of America,
randy-yellowhair,RANDY YELLOWHAIR,0,0,0,Lightweight,,,,,,
ras-hylton,RAS HYLTON,1,0,0,Heavyweight,73n / 185cm,1.9812,RASQUATCH THE JAMAICAN SHAMROCK,02/1988,United States of America,
rashad-coulter,ORLANDO COULTER,2,2,0,Heavyweight,76in / 193cm,1.8288,DAYWALKER,11/1981,,https://www.instagram.com/RASHAD_COULTER_SPEAKS
ravon-baxter,Ravon Baxter,1,1,0,Light Heavyweight,,73,Big Shot,03/1996,United States of America,https://www.facebook.com/RavonIBALLBaxter/
ray-lopez,Ray Lopez,0,1,0,Bantamweight,,66,,,,
ray-pell,RAY PELL,1,2,0,Lightweight,70in / 178cm,70,HONKEYKONG,08/1992,United States of America,https://www.instagram.com/honkeykong92/
ray-putterill,RAY PUTTERILL,1,1,0,Lightweight,69in / 175cm,1.7272,RAZOR,04/1989,United Kingdom,
raymond-locker,Raymond Locker,0,2,0,Bantamweight,,0,The Bluegrass Kid,,United States of America,
rayne-wells,RAYNE WELLS,0,3,0,Lightweight,71in / 180cm,1.8034,THE GUY ON THE COUCH,07/1982,United States of America,https://www.instagram.com/toughguytuesday/
reggie-barnett-jr,REGGIE BARNETT JR,9,3,0,Bantamweight,,66,EDUCATED HANDS,07/1986,United States of America,https://www.instagram.com/martibarnes33/
reggie-pena,Reggie Pena,0,1,0,,74,1.83,The Regulator,04/1983,,
rene-white-boy-rodriguez,Rene 'White Boy' Rodriguez,4,4,0,Welterweight,72 in / 183cm,71,White Boy,07/1982,United States of America,
reuben-roundstone,REUBEN ROUNDSTONE,0,2,0,Heavyweight,78in / 198cm,1.8796,BAM,03/1995,United States of America,https://www.facebook.com/reuben.roundstone.7/
reza-ahmadzezhad,Reza Ahmadzezhad,1,0,0,,,71,,,Thailand,
reza-goodary,Reza Goodary,0,1,0,Light Heavyweight,83.5,76,,12/1988,Iran,https://www.instagram.com/rezagoodary/; https://www.facebook.com/RezaGoodary
ricardo-talavera-jr,RICARDO TALAVERA JR,0,0,0,Bantamweight,,,,,,
ricco-rodriguez,Ricco Rodriguez,1,0,0,Heavyweight,,1.94,Suave,08/1977,United States of America,
rich-the-cure-carsten,Rich 'The Cure' Carsten,0,1,0,Light Heavyweight,69.0 in / 175cm,71,The Cure,04/1982,United States of America,https://www.instagram.com/carstenrichard/?hl=en
richard-brooks,RICHARD BROOKS,0,2,0,Lightweight,69in / 175cm,1.7526,BIG BAD WOLF,04/1998,United States of America,https://www.instagram.com/charismaticrich/
richard-montano,Richard Montano,0,1,0,Cruiserweight,,68,,,United States of America,
rick-caruso,RICK CARUSO,2,5,0,Featherweight,71in / 180cm,72,SLICK,03/1988,United States of America,https://www.instagram.com/slickrickmma/
rick-hawn,RICK HAWN,1,1,0,Welterweight,70in / 178cm,69,GHENGIS,09/1976,United States of America,https://www.instagram.com/genghis_hawn1/?hl=en; https://www.facebook.com/pages/Rick-Hawn/138291469556769
rickie-mcconnicio,RICKIE McCONNICO,0,1,0,Middleweight,75in / 191cm,1.8542,CRIMSON KING,06/1997,United States of America,https://www.instagram.com/RICKIE_MCCONNICO_
ricky-nelder,RICKY NELDER,6,5,0,Cruiserweight,60in / 152cm,1.8034,THE BIRMINGHAM BULL,03/1985,United Kingdom,
rico-disciullo,RICO DISCIULLO,4,0,0,Lightweight,70in / 178cm,68,,10/1986,United States of America,https://www.instagram.com/ricodisciullo/
rico-franco,RICO FRANCO,10,3,0,Welterweight,"69""",68,BON BON,10/1992,United Kingdom,https://www.instagram.com/RICOFRANCOBKB
riley-pellegrino,RILEY PELLEGRINO,0,1,0,Middleweight,68in / 173cm,1.7526,,09/1992,United States of America,https://www.instagram.com/RYDAWGMMA
ritchie-faoso,RITCHIE FA'OSO,0,1,0,Heavyweight,76in / 193m,1.8288,FUSS,05/1984,Australia,
rob-boardman,ROB BOARDMAN,6,1,0,Cruiserweight,77in / 190cm,1.778,THE GREAT WHITE,04/1988,United Kingdom,https://www.instagram.com/robboardmanbkfc/
rob-cunningham,ROB CUNNINGHAM,2,5,0,Heavyweight,"78""",1.9304,,05/1990,United Kingdom,https://www.instagram.com/robcunni
rob-fuller,Rob Fuller,1,3,0,Bantamweight,67in / 170cm,67,The One-Percenter,07/1980,United States of America,
robbie-brown,ROBBIE BROWN,3,4,0,Featherweight,67in / 170cm,1.6764,,03/1995,United Kingdom,https://www.instagram.com/robbiebrown95/
robbie-kennedy,Robbie Kennedy,1,1,0,Light Heavyweight,"80""",1.95,TNT,,United Kingdom,
robbie-peralta,ROBBIE PERALTA,4,2,0,Lightweight,69in / 175cm,67,PROBLEMS,03/1986,United States of America,https://www.instagram.com/problemsmma760/; https://www.facebook.com/robbie.peralta/?show_switched_toast=0&show_invite_to_follow=0&show_switched_tooltip=0&show_podcast_settings=0&show_community_transition=0
robert-armas,ROBERT ARMAS,5,5,0,Featherweight,67in / 170cm,64,EL GALLO NEGRO,09/1988,United States of America,https://www.instagram.com/ROBMANN88
robert-barry,Robert Barry,0,0,0,Welterweight,,,,,,
robert-desharnais,ROBERT DESHARNAIS,2,0,0,Featherweight,73in / 185cm,1.8288,THE SLIM REAPER,05/1995,Canada,https://www.instagram.com/robert.desharnais/
robert-madrid,Robert Madrid,0,1,0,Bantamweight,,65,,01/1984,United States of America,https://www.facebook.com/robert.madrid.98
robert-morrow,Robert Morrow,1,2,0,Heavyweight,77in / 195.58,1.91,The Destroyer,09/1985,United States of America,
robert-washington,Robert Washington,2,1,0,Middleweight,,71,,07/1984,United States of America,
roberto-bomb-first-guzman,Roberto 'Bomb First' Guzman,0,1,0,Cruiserweight,,69,Bomb First,,United States of America,
roberto-sinko,ROBERTO SINKO,1,0,0,Lightweight,66in / 168cm,1.651,,06/1988,Mexico,https://www.instagram.com/roberto_sinko/
robinson-perez,ROBINSON PEREZ,0,0,0,Heavyweight,72in / 183cm,1.8034,WOLF,12/1992,United States of America,https://www.instagram.com/_mr.wolf54/
rocky-long,Rocky Long,0,2,0,Middleweight,,68,,,United States of America,
roderick-stewart,RODERICK STEWART,2,3,0,Middleweight,79in / 201cm,73,ICE WATER,05/1994,United States of America,https://www.instagram.com/ICEWATERRICO
rodney-hinton,RODNEY HINTON,2,0,0,Welterweight,77in / 196cm,71,THE ANIMAL,08/1997,United States of America,https://www.instagram.com/RODNEYTHEANIMAL
rodney-thomas,RODNEY THOMAS,1,3,0,Light Heavyweight,72in / 183cm,1.7526,,09/1986,United States of America,https://www.instagram.com/RODNEYTHOMASBKFC
rodolfo-rubio,RODOLFO RUBIO,1,0,0,Bantamweight,66in / 168cm,1.651,FITO,01/1987,Mexico,https://www.instagram.com/rodolfofitorubio/; https://www.facebook.com/RodolfoFitoRubio/
rohan-prado,ROHAN PRADO,1,0,0,Lightweight,73in / 185cm,71,HEADLINE RO,01/1997,United States of America,
rolando-gabriel-dy,Rolando Gabriel Dy,3,1,0,Featherweight,,,,,Philippines,
romain-courier,ROMAIN COURIER,0,0,0,Featherweight,,,,,,
roman-cordova,RÓMAN CÓRDOVA,0,1,0,Featherweight,64in / 163cm,1.7272,GALLO NEGRO,09/1992,Venezuela,https://www.instagram.com/KALVIN.ROMAN
rome-lindsay,Rome Lindsay,3,1,0,,,1.8,,12/1984,United States of America,
ronnie-forney,Ronnie Forney,0,1,0,Cruiserweight,,1.8,Reckless,11/1993,,
ronnie-glass,Ronnie Glass,0,1,0,Light Heavyweight,,1.72,The Unbreakable,,United States of America,
ronnie-rogers,Ronnie Rogers,1,1,0,Lightweight,66in / 167.64cm,68,Bam Bam,,United States of America,
ronny-hauser,RONNY HAUSER,1,0,0,Bantamweight,62in / 157cm,1.6764,,10/1993,United States of America,https://www.instagram.com/RONNYHAUSERJR
rosalinda-rodriguez,ROSALINDA RODRIGUEZ,3,1,0,Women Flyweight,64.5in / 164cm,1.61,VENOM,11/1986,United States of America,https://www.instagram.com/the_real_venom_rodriguez/
rosen-dimitrov,Rosen Dimitrov,1,0,0,Middleweight,175 cm,1.76,,05/1982,Bulgaria,https://www.instagram.com/georgi.valentinov_official/?hl=en
rowan-gregory,ROWAN GREGORY,0,2,0,Heavyweight,71in / 180cm,1.778,THE MANBABY,02/2002,United Kingdom,https://www.instagram.com/Bkbrowangregorymanbaby
rowdy-akers,Rowdy Akers,0,1,0,Lightweight,68.5in/173.99cm,1.75,,11/1974,United States of America,
royal-ryan-reber,'ROYAL' RYAN REBER,8,2,0,Bantamweight,70 in / 178cm,69,ROYAL,08/1987,United States of America,https://www.instagram.com/royalreber/
ruben-arroyo,RUBEN ARROYO,0,4,0,Lightweight,69.5in / 177cm,1.7018,THE BEAST,12/1987,United States of America,https://www.instagram.com/thebeast_bkfc/
ruben-warr,RUBEN WARR,2,2,0,Lightweight,69in / 175cm,1.7272,BADBOY,03/1989,United States of America,https://www.instagram.com/badboywarr_bkfc/
rudo-tovar,RUDO TOVAR,0,2,0,Middleweight,73in / 185cm,1.7526,EL RUDO,04/1991,Mexico,https://www.instagram.com/rudotovar/
rudy-levocz,RUDY LEVOCZ,0,0,0,Light Heavyweight,75in / 191cm,1.905,BLACK WIDOW,03/1988,United States of America,
ruel-panales,RUEL PANALES,0,0,0,Bantamweight,,,,,,
rung-arun-khunchai,Rung-Arun Khunchai,0,1,0,Men Flyweight,,,,,Thailand,
ruslan-tokhtarov,RUSLAN TOKHTAROV,1,1,0,Lightweight,66in / 168cm,1.6764,STROM,05/1993,Austria,https://www.instagram.com/STROM66_
rusty-crowder,Rusty Crowder,4,6,0,Featherweight,67in/170cm,69,,,United States of America,
ryan-are-you-ready-roberts,RYAN 'ARE YOU READY' ROBERTS,1,1,0,Middleweight,67in / 170cm,66,ARE YOU READY,07/1978,United States of America,https://www.instagram.com/RKR1978
ryan-aston,RYAN ASTON,0,1,0,Welterweight,,1.8034,,,United Kingdom,https://www.instagram.com/ryanastonboxing/
ryan-barratt,RYAN BARRATT,0,0,0,Cruiserweight,,,,,,
ryan-barrett,RYAN BARRETT,0,0,0,Cruiserweight,,,,,,
ryan-benoit,Ryan Benoit,0,1,0,Men Flyweight,68.5in / 174cm,1.65,Baby Face,08/1989,United States of America,https://www.instagram.com/babyfacebenoit/; https://www.facebook.com/ryan.benoit.505
ryan-braun,RYAN BRAUN,3,0,0,Cruiserweight,73.5in / 186cm,71,BATTLE READY,05/1983,United States of America,https://www.instagram.com/RBRAUN185
ryan-carmichael,RYAN CARMICHAEL,1,1,0,Lightweight,72in / 183cm,1.778,,07/1993,United Kingdom,https://www.instagram.com/ryan_carmichael1/
ryan-carroll,Ryan Carroll,0,2,0,Bantamweight,,68,,09/1980,United States of America,
ryan-harris,Ryan Harris,0,1,0,Middleweight,,,,,,
ryan-ibsen,RYAN IBSEN,1,1,0,Featherweight,77in / 195cm,1.905,THE ELECTRIC CITY STRANGLER,05/1995,United States of America,
ryan-jones,Ryan Jones,2,2,0,Light Heavyweight,,71,,05/1987,United States of America,
ryan-mccarthy,RYAN McCARTHY,1,2,0,Lightweight,74in / 188cm,1.7526,IRON,10/1988,United Kingdom,https://www.instagram.com/Rymac088
ryan-petersen,RYAN PETERSEN,2,2,0,Welterweight,71.5in / 181cm,1.7526,RYU,07/1985,United States of America,https://www.instagram.com/RYUPETERSEN
ryan-sanson,RYAN SANSON,1,0,0,Welterweight,74in / 188cm,1.8542,,05/1988,United Kingdom,https://www.instagram.com/r.san22
ryan-winnett,RYAN WINNETT,1,0,0,Lightweight,72in / 183cm,1.8034,,09/1993,Australia,
